cod_ies;cod_municipio;nome_ies;sigla_ies;municipio;regiao;estado;sigla_estado;organizacao;rede;administracao;endereco;numero_endereco;complemento_endereco;bairro;cep;telefones;emails;site;latitude;longitude;local_coordenada
719;5107107;Universidade Do Estado De Mato Grosso;UNEMAT;São José Dos Quatro Marcos;Centro Oeste;Mato Grosso;MT;Universidade;Pública;Estadual;;;;;;;;;-15.6307334899902;-58.1803436279297;INSTITUICAO
719;5107206;Universidade Do Estado De Mato Grosso;UNEMAT;Rio Branco;Centro Oeste;Mato Grosso;MT;Universidade;Pública;Estadual;;;;;;;;;-15.2404556274414;-58.1145477294922;MUNICIPIO
719;5107909;Universidade Do Estado De Mato Grosso;UNEMAT;Sinop;Centro Oeste;Mato Grosso;MT;Universidade;Pública;Estadual;;;;;;;;;-11.8513441085815;-55.514217376709;INSTITUICAO
719;5107958;Universidade Do Estado De Mato Grosso;UNEMAT;Tangará Da Serra;Centro Oeste;Mato Grosso;MT;Universidade;Pública;Estadual;;;;;;;;;-14.6520977020264;-57.4339370727539;INSTITUICAO
720;2602902;Faculdade De Ciências Humanas E Sociais Aplicadas Do Cabo De Santo Agostinho;FACHUCA;Cabo De Santo Agostinho;Nordeste;Pernambuco;PE;Faculdade;Pública;Municipal;Rua Do Campo;S/N;S/N;Destilaria;54510110;(81)3521-0400;fachuca@fachuca.edu.br;www.fachuca.edu.br;-8.27580833435059;-35.0255508422852;INSTITUICAO
722;3504008;Escola De Educação Física De Assis;EEFA;Assis;Sudeste;São Paulo;SP;Faculdade;Privada;Privada;Avenida Doutor Dória;260;;Vila Ouro Verde;19816230;(18)3302-2552;secretariafac@ieda.edu.br;www.ieda.edu.br;-22.6604347229004;-50.4187812805176;MUNICIPIO
724;2408102;Centro Universitário Facex;UNIFACEX;Natal;Nordeste;Rio Grande Do Norte;RN;Centro Universitário;Privada;Privada;Rua Orlando Silva;2896;;Capim Macio;59080020;(84)3235-1415;secretaria@facex.com.br;www.facex.com.br;-5.85161876678467;-35.2066192626953;INSTITUICAO
727;3138807;Faculdade De Filosofia, Ciências E Letras Do Alto São Francisco;FASF;Luz;Sudeste;Minas Gerais;MG;Faculdade;Privada;Privada;Avenida Laerton Paulinelli;153;;Monsenhor Parreiras;35595000;(37)3421-9006;institucional@fasf.edu.br;www.fasf.edu.br;-19.8007717132568;-45.6841354370117;INSTITUICAO
728;3120904;Faculdade De Ciências Humanas De Curvelo;FACIC;Curvelo;Sudeste;Minas Gerais;MG;Faculdade;Privada;Privada;Avenida Jk;1441;;Jockey Clube;35790000;(38)3722-2600;michellesoebras@yahoo.com.br,tania.raquel.muniz@hotmail.com;;-18.7427501678467;-44.4005546569824;INSTITUICAO
730;4119905;Universidade Estadual De Ponta Grossa;UEPG;Ponta Grossa;Sul;Paraná;PR;Universidade;Pública;Estadual;Av. Carlos Cavalcanti;4748;Campus Universitário;Uvaranas;84030900;(42)3220-3000,(42)3220-3300;uepg@uepg.br;www.uepg.br;-25.0863494873047;-50.161262512207;INSTITUICAO
734;3530706;Faculdades Integradas Maria Imaculada;FIMI;Mogi Guaçu;Sudeste;São Paulo;SP;Faculdade;Privada;Privada;;;;;;;;;-22.3717670440674;-46.9389724731445;INSTITUICAO
736;3203205;Faculdade Pitágoras De Linhares;;Linhares;Sudeste;Espírito Santo;ES;Faculdade;Privada;Privada;Avenida São Mateus;1458;;Araçá;29901396;(27)2103-7212;ddi@kroton.com.br;www.faculdadepitagoras.com.br/linhares;-19.3973636627197;-40.0621452331543;INSTITUICAO
737;3550308;Centro Universitário São Camilo;SÃO CAMILO;São Paulo;Sudeste;São Paulo;SP;Centro Universitário;Privada;Privada;Avenida Nazaré;1501;;Ipiranga;4263200;(11)2588-4000;thais@saocamilo-sp.br,frizzarini@saocamilo.br,rca@saocamilo.br,patricia@saocamilo.br;www.saocamilo-sp.br;-23.59739112854;-46.6091232299805;INSTITUICAO
738;3527207;Centro Universitário Teresa D'Ávila;FATEA;Lorena;Sudeste;São Paulo;SP;Centro Universitário;Privada;Privada;Avenida Doutor Peixoto De Castro;539;;Cruz;12606580;(12)2124-2870,(12)2124-2801,(12)2124-2830,(12)2124-2803;olgasa@fatea.br,secretaria_fatea@fatea.br;www.fatea.br;-22.7388668060303;-45.1122932434082;INSTITUICAO
739;3201209;Centro Universitário São Camilo - Espírito Santo;SÃO CAMILO-ES;Cachoeiro De Itapemirim;Sudeste;Espírito Santo;ES;Centro Universitário;Privada;Privada;Rua São Camilo De Lellis;1;;Paraíso;29304910;(28)3526-5911,(28)3526-5970;danielafiorini@saocamilo-es.br,proacad@saocamilo-es.br,patricia@saocamilo.br,rca@saocamilo.br;www.saocamilo-es.br;-20.8603935241699;-41.1210479736328;INSTITUICAO
744;5201306;Faculdade De Anicuns;FA;Anicuns;Centro Oeste;Goiás;GO;Faculdade;Pública;Municipal;Go 326;S/N;;Centro;76170000;;nppg@faculdadeanicuns.brte.com.br,edna.maia@uol.com.br,mariaroquedearaujo@hotmail.com;www.faculdadeanicuns.edu.br;-16.4642162322998;-49.9537544250488;INSTITUICAO
745;3550100;Instituto Municipal De Ensino Superior De São Manuel;IMESSM;São Manuel;Sudeste;São Paulo;SP;Faculdade;Pública;Municipal;Caixa Postal 126 - Quintino Bocaiuva;S/N;;Aparecida De São Manuel;18650000;(14)3841-3766;secretaria@imessm.edu.br;www.imessm.edu.br;-22.7315349578857;-48.6109466552734;INSTITUICAO
746;2302701;Universidade Regional Do Cariri;URCA;Campos Sales;Nordeste;Ceará;CE;Universidade;Pública;Estadual;;;;;;;;;-7.06895351409912;-40.3793525695801;INSTITUICAO
746;2304202;Universidade Regional Do Cariri;URCA;Crato;Nordeste;Ceará;CE;Universidade;Pública;Estadual;Av. Coronel Antonio Luiz;1161;;Pimenta;63105000;(88)3102-1213;j.caval@hotmail.com;www.urca.br;-7.23798227310181;-39.4160537719727;INSTITUICAO
746;2305506;Universidade Regional Do Cariri;URCA;Iguatu;Nordeste;Ceará;CE;Universidade;Pública;Estadual;;;;;;;;;-6.36654996871948;-39.2992172241211;INSTITUICAO
746;2307304;Universidade Regional Do Cariri;URCA;Juazeiro Do Norte;Nordeste;Ceará;CE;Universidade;Pública;Estadual;;;;;;;;;-7.22757148742676;-39.325252532959;INSTITUICAO
746;2308401;Universidade Regional Do Cariri;URCA;Missão Velha;Nordeste;Ceará;CE;Universidade;Pública;Estadual;;;;;;;;;-7.24987363815308;-39.1433982849121;INSTITUICAO
749;2211001;Centro De Ensino Superior Do Vale Do Parnaíba;CESVALE;Teresina;Nordeste;Piauí;PI;Faculdade;Privada;Privada;Br 343, Km 04, Estrada Teresina-Altos;68;Zona Rural;Centro;64000010;(86)3232-5079;cesvale@cesvale.com.br;www.cesvale.com.br;-5.0786452293396;-42.7952194213867;INSTITUICAO
750;1709500;Centro Universitário Unirg;UNIRG;Gurupi;Norte;Tocantins;TO;Centro Universitário;Pública;Municipal;Av Guanabara;1500;Esquina  C/ Av Engen;Centro;77403080;(63)3612-7600,(63)3612-7600;reitoria@unirg.edu.br;www.unirg.edu.br;-11.7320785522461;-49.117073059082;INSTITUICAO
752;3147105;Faculdade De Pará De Minas;FAPAM;Pará De Minas;Sudeste;Minas Gerais;MG;Faculdade;Privada;Privada;Rua Ricardo Marinho;110;;São Geraldo;35660398;(37)3236-1308;secretaria.fapam@nwm.com.br;www.fapam.edu.br;-19.8455791473389;-44.6103401184082;INSTITUICAO
753;2612208;Faculdade De Ciências Humanas Do Sertão Central;FACHUSC;Salgueiro;Nordeste;Pernambuco;PE;Faculdade;Pública;Municipal;Rua Antônio Filgueira Sampaio;134;;Augusto Sampaio;56000000;;fachusc2000@yahoo.com.br;;-8.06854629516602;-39.1194305419922;INSTITUICAO
754;5205109;Centro De Ensino Superior De Catalão;CESUC;Catalão;Centro Oeste;Goiás;GO;Faculdade;Privada;Privada;Avenida Presidente Médici;S/N;Setor;Santa Cruz;75706420;(64)3441-6200;cesuc@cesuc.br;www.cesuc.br;-18.1652393341064;-47.9205665588379;INSTITUICAO
755;5211909;Centro De Ensino Superior De Jataí;CESUT;Jataí;Centro Oeste;Goiás;GO;Faculdade;Privada;Privada;Rua Santos Dumont;1200;;Setor Oeste;75804045;(64)2102-1050;cesut@cesut.edu.br;www.cesut.edu.br;-17.8812103271484;-51.7311477661133;INSTITUICAO
756;2200509;Universidade Estadual Do Piauí;UESPI;Amarante;Nordeste;Piauí;PI;Universidade;Pública;Estadual;;;;;;;;;-6.24693059921265;-42.8446655273438;INSTITUICAO
756;2201200;Universidade Estadual Do Piauí;UESPI;Barras;Nordeste;Piauí;PI;Universidade;Pública;Estadual;;;;;;;;;-4.24918699264526;-42.2939300537109;INSTITUICAO
756;2201903;Universidade Estadual Do Piauí;UESPI;Bom Jesus;Nordeste;Piauí;PI;Universidade;Pública;Estadual;;;;;;;;;-9.07165336608887;-44.3593482971191;INSTITUICAO
756;2202208;Universidade Estadual Do Piauí;UESPI;Campo Maior;Nordeste;Piauí;PI;Universidade;Pública;Estadual;;;;;;;;;-4.83772468566895;-42.1851501464844;INSTITUICAO
756;2202307;Universidade Estadual Do Piauí;UESPI;Canto Do Buriti;Nordeste;Piauí;PI;Universidade;Pública;Estadual;;;;;;;;;-8.11391544342041;-42.9499397277832;INSTITUICAO
756;2202901;Universidade Estadual Do Piauí;UESPI;Corrente;Nordeste;Piauí;PI;Universidade;Pública;Estadual;;;;;;;;;-10.4492082595825;-45.1500968933105;INSTITUICAO
756;2203206;Universidade Estadual Do Piauí;UESPI;Curimatá;Nordeste;Piauí;PI;Universidade;Pública;Estadual;;;;;;;;;-10.0290870666504;-44.3100166320801;INSTITUICAO
756;2203909;Universidade Estadual Do Piauí;UESPI;Floriano;Nordeste;Piauí;PI;Universidade;Pública;Estadual;;;;;;;;;-6.78238487243652;-43.0382232666016;INSTITUICAO
756;2205508;Universidade Estadual Do Piauí;UESPI;José De Freitas;Nordeste;Piauí;PI;Universidade;Pública;Estadual;;;;;;;;;-4.76508140563965;-42.6107482910156;INSTITUICAO
756;2207009;Universidade Estadual Do Piauí;UESPI;Oeiras;Nordeste;Piauí;PI;Universidade;Pública;Estadual;;;;;;;;;-7.01517677307129;-42.1285858154297;INSTITUICAO
756;2207702;Universidade Estadual Do Piauí;UESPI;Parnaíba;Nordeste;Piauí;PI;Universidade;Pública;Estadual;;;;;;;;;-2.90472483634949;-41.7586898803711;INSTITUICAO
756;2207801;Universidade Estadual Do Piauí;UESPI;Paulistana;Nordeste;Piauí;PI;Universidade;Pública;Estadual;;;;;;;;;-8.13504600524902;-41.1395988464355;INSTITUICAO
756;2208007;Universidade Estadual Do Piauí;UESPI;Picos;Nordeste;Piauí;PI;Universidade;Pública;Estadual;;;;;;;;;-7.08182573318481;-41.4342613220215;INSTITUICAO
756;2208304;Universidade Estadual Do Piauí;UESPI;Piracuruca;Nordeste;Piauí;PI;Universidade;Pública;Estadual;;;;;;;;;-3.9321186542511;-41.7128868103027;INSTITUICAO
756;2208403;Universidade Estadual Do Piauí;UESPI;Piripiri;Nordeste;Piauí;PI;Universidade;Pública;Estadual;;;;;;;;;-4.26857948303223;-41.7604179382324;INSTITUICAO
756;2210607;Universidade Estadual Do Piauí;UESPI;São Raimundo Nonato;Nordeste;Piauí;PI;Universidade;Pública;Estadual;;;;;;;;;-9.0125617980957;-42.6903533935547;INSTITUICAO
756;2211001;Universidade Estadual Do Piauí;UESPI;Teresina;Nordeste;Piauí;PI;Universidade;Pública;Estadual;Rua João Cabral;S/N;;Pirajá;64002150;(86)3213-7855,(86)3213-8080;censo@uespi.br;www.uespi.br;-5.07551574707031;-42.8266868591309;INSTITUICAO
756;2211100;Universidade Estadual Do Piauí;UESPI;União;Nordeste;Piauí;PI;Universidade;Pública;Estadual;;;;;;;;;-4.58463764190674;-42.8535079956055;INSTITUICAO
756;2211209;Universidade Estadual Do Piauí;UESPI;Uruçuí;Nordeste;Piauí;PI;Universidade;Pública;Estadual;;;;;;;;;-7.24060344696045;-44.553337097168;INSTITUICAO
756;2211308;Universidade Estadual Do Piauí;UESPI;Valença Do Piauí;Nordeste;Piauí;PI;Universidade;Pública;Estadual;;;;;;;;;-6.41092777252197;-41.7315101623535;INSTITUICAO
757;1506807;Centro Universitário Da Amazônia;Unama;Santarém;Norte;Pará;PA;Centro Universitário;Privada;Privada;Rua Rosa Vermelha;335;;Aeroporto Velho;68010200;(93)3523-5088;fit@fit.br;www.fit.br;-2.43504095077515;-54.7112121582031;INSTITUICAO
760;2611606;Faculdade De Ciências Humanas De Pernambuco;FCHPE;Recife;Nordeste;Pernambuco;PE;Faculdade;Privada;Privada;Avenida João De Barros;561;;Boa Vista;50050180;(81)3221-4423,(81)3222-5870;sopece@sopece.br;www.sopece.br;-8.04998302459717;-34.8902397155762;INSTITUICAO
761;4106902;Faculdades Spei;FACSPEI;Curitiba;Sul;Paraná;PR;Faculdade;Privada;Privada;Alameda Dr. Carlos De Carvalho;256;;Centro;80410180;(41)3321-3131;vera@spei.br;www.spei.br;-25.4314098358154;-49.277530670166;INSTITUICAO
763;5208707;Instituto Unificado De Ensino Superior Objetivo;IUESO;Goiânia;Centro Oeste;Goiás;GO;Faculdade;Privada;Privada;Avenida T-2;1993;;Setor Bueno;74215010;(62)3252-1900;marcioacbarros@yahoo.com.br;www.objetivo-goiania.br;-16.6914215087891;-49.2820739746094;INSTITUICAO
764;3304557;Faculdade Pinheiro Guimarães;FAPG;Rio De Janeiro;Sudeste;Rio De Janeiro;RJ;Faculdade;Privada;Privada;Rua Silveira Martins;151/153;;Catete;22221000;(21)2205-1323;secretariafpg@hotmail.com;www.faculdadepinheiroguimaraes.edu.br;-22.9261894226074;-43.1782531738281;INSTITUICAO
778;3524402;Faculdade De Tecnologia De Jacareí;ETEP;Jacareí;Sudeste;São Paulo;SP;Faculdade;Privada;Privada;Rua São Sebastião;25;;Centro;12308320;(12)3954-4231;roberto@faetec.br,cordeiro_sjc@hotmail.com;www.faetec.br;-23.2955627441406;-45.9665641784668;INSTITUICAO
779;5006606;Faculdade De Ponta Porã;FAP;Ponta Porã;Centro Oeste;Mato Grosso Do Sul;MS;Faculdade;Privada;Privada;Rua Antônio João;1675;Caixa Postal 310;Centro;79900000;(67)3431-1002;fapp@click21.com.br;www.fap.br;-22.5371990203857;-55.7278022766113;INSTITUICAO
780;5103403;Universidade De Cuiabá;UNIC/UNIME;Cuiabá;Centro Oeste;Mato Grosso;MT;Universidade;Privada;Privada;Avenida Beira Rio;3100;;Jardim Europa;78015480;(65)3615-1000;ddi@kroton.com.br;www.unic.br;-15.6238956451416;-56.0868949890137;INSTITUICAO
781;5107602;Faculdade Anhanguera De Rondonópolis;FAR;Rondonópolis;Centro Oeste;Mato Grosso;MT;Faculdade;Privada;Privada;Avenida Ari Coelho;829;;Cidade Salmem;78705050;(66)3411-7600;daex.aesa@unianhanguera.edu.br,presidente@unianhanguera.edu.br,daex2011@gmail.com;www.unianhanguera.edu.br;-16.4661865234375;-54.6505279541016;INSTITUICAO
785;5107958;Faculdade De Educação De Tangará Da Serra;;Tangará Da Serra;Centro Oeste;Mato Grosso;MT;Faculdade;Privada;Privada;Rua José Corsino;1037;1º  Andar - Setor W;Parque Das Mansões;78300000;(65)3326-4650;facitec@terra.com.br;www.faceduts.com.br;-14.6165370941162;-57.4912109375;INSTITUICAO
788;1100205;Faculdade De Rondônia;FARO;Porto Velho;Norte;Rondônia;RO;Faculdade;Privada;Privada;Br 364 - Km 6,5;S/N;Campus Faro;Zona Rural;76815800;(69)3217-5154;coordenacaoacadgeral@faro.edu.br;www.faro.edu.br;-8.79782295227051;-63.8299217224121;INSTITUICAO
789;1400100;Universidade Federal De Roraima;UFRR;Boa Vista;Norte;Roraima;RR;Universidade;Pública;Federal;Av. Capitão Ene Garcez;2413;;Aeroporto;69304000;(95)3621-3100,(95)3621-3102;reitoria@ufrr.br,proeg@ufrr.br,claudomirorego@ufrr.br;www.ufrr.br;2.8344042301178;-60.6938400268555;INSTITUICAO
790;3550308;Faculdade Israelita De Ciências Da Saúde Albert Einstein;FICSAE;São Paulo;Sudeste;São Paulo;SP;Faculdade;Privada;Privada;Avenida Professor Francisco Morato;4293;;Butantã;5521200;(11)2151-1001;facenf@einstein.br;www.einstein.br;-23.5999603271484;-46.7152557373047;INSTITUICAO
792;1501402;Centro Universitário Do Estado Do Pará;CESUPA;Belém;Norte;Pará;PA;Centro Universitário;Privada;Privada;Avenida Nazaré;630;;Nazaré;66035170;(91)4009-2100,(91)4009-9100;cesupa@cesupa.br;www.cesupa.br;-1.45025134086609;-48.4776611328125;INSTITUICAO
793;3550308;Centro Universitário Estácio De São Paulo;ESTÁCIO SÃO PAULO;São Paulo;Sudeste;São Paulo;SP;Centro Universitário;Privada;Privada;Rua Promotor Gabriel Netuzzi Perez;108;;Santo Amaro;4743020;(11)3139-3314,(11)3139-3311;sp-sto-regulatorio@estacio.br,fabiola.peralta@estacio.br,coordgeral2009@gmail.com;;-23.7054805755615;-46.7013702392578;INSTITUICAO
794;5108402;Centro Universitário De Várzea Grande;UNIVAG;Várzea Grande;Centro Oeste;Mato Grosso;MT;Centro Universitário;Privada;Privada;Avenida Dom Orlando Chaves;2655;;Cristo Rei;78118000;(65)3688-6000,(65)3688-6002;univag@univag.com.br;;-15.6431837081909;-56.095760345459;INSTITUICAO
795;5103502;Faculdades Integradas De Diamantino;FID;Diamantino;Centro Oeste;Mato Grosso;MT;Faculdade;Privada;Privada;Rua Almirante Batista Das Neves;1112;;Centro;78400000;(65)3336-1133;contatofid@hotmail.com;wwwfidedu.com.br;-14.4058389663696;-56.4423179626465;INSTITUICAO
796;5104807;Faculdade De Ciências Sociais Aplicadas Do Vale Do São Lourenço;EDUVALE;Jaciara;Centro Oeste;Mato Grosso;MT;Faculdade;Privada;Privada;Rua Caiçara;2114;;Centro;78820000;(66)3461-1864;anaclaudia.gu@hotmail.com;www.eduvalesl.edu.br;-15.9614171981812;-54.9741401672363;INSTITUICAO
797;1100304;Faculdade Avec De Vilhena;AVEC;Vilhena;Norte;Rondônia;RO;Faculdade;Privada;Privada;Avenida Liliana Gonzaga;1265;;Nova Vilhena;76995000;(69)3322-2822;avec@avec.br;www.avec.br;-12.7304315567017;-60.1227684020996;INSTITUICAO
798;3200607;Faculdades Integradas De Aracruz;FAACZ;Aracruz;Sudeste;Espírito Santo;ES;Faculdade;Privada;Privada;Rua Professor Berilo Basílio Dos Santos;180;;Centro;29194910;(27)3302-8000;olivina@fsjb.edu.br,olivina17@terra.com.br;www.fsjb.edu.br/fsjb;-19.8190288543701;-40.277515411377;INSTITUICAO
801;2912103;Faculdade Montenegro;FAM;Ibicaraí;Nordeste;Bahia;BA;Faculdade;Privada;Privada;Avenida São Vicente De Paula;462;Térreo;Centro;45745000;(73)3242-1225,(73)3242-2006;faculdademontenegro@yahoo.com.br;www.faculdadesmontenegro.edu.br;-14.8664751052856;-39.5929374694824;INSTITUICAO
802;3304557;Centro Universitário Unicarioca;UNICARIOCA;Rio De Janeiro;Sudeste;Rio De Janeiro;RJ;Centro Universitário;Privada;Privada;Avenida Paulo De Frontin;568;;Rio Comprido;20261243;(21)2563-1900;reitoria@unicarioca.edu.br;www.unicarioca.edu.br;-22.9263515472412;-43.2097969055176;INSTITUICAO
803;3548708;Faculdade Interação Americana;FIA;São Bernardo Do Campo;Sudeste;São Paulo;SP;Faculdade;Privada;Privada;Rua Odeon;150;;Vila Alcântara;9720290;(11)4128-2130;fainam@fainam.edu.br;www.fainam.edu.br;-23.6928100585938;-46.554271697998;INSTITUICAO
809;3154150;Faculdade De Direito E Ciências Sociais Do Leste De Minas - Fadileste;FADILESTE;Reduto;Sudeste;Minas Gerais;MG;Faculdade;Privada;Privada;Avenida Marcionília Breder Sathler;1;;Centro;36920000;(33)3378-4000;secretaria@fadileste.edu.br;www.fadileste.edu.br;-20.2412605285645;-41.9810943603516;INSTITUICAO
810;4102000;Centro Técnico-Educacional Superior Do Oeste Paranaense;CTESOP;Assis Chateaubriand;Sul;Paraná;PR;Faculdade;Privada;Privada;Avenida Brasil;1441;;Jardim Paraná;85935000;(44)3528-2337;unimeo@unimeo.com.br;www.ctesop.com.br;-24.4072856903076;-53.5361709594727;INSTITUICAO
823;2105302;Universidade Do Ceuma - Uniceuma;UNICEUMA;Imperatriz;Nordeste;Maranhão;MA;Universidade;Privada;Privada;;;;;;;;;-5.5140118598938;-47.4727020263672;INSTITUICAO
823;2111300;Universidade Do Ceuma - Uniceuma;UNICEUMA;São Luís;Nordeste;Maranhão;MA;Universidade;Privada;Privada;Rua Josue Montello;1;Loteamentoo Bela Vis;Renascença II;65075120;(98)3214-4277;ntae@ceuma.br;www.ceuma.br;-2.52976417541504;-44.2257957458496;INSTITUICAO
824;5209101;Faculdade De Filosofia E Ciências Humanas De Goiatuba;FAFICH;Goiatuba;Centro Oeste;Goiás;GO;Faculdade;Pública;Municipal;Rod Go 320;S/N;Km 01;Jardim Santa Paula;75600000;(64)3495-1560;borgesmax@hotmail.com;www.fafich.org.br;-17.9938182830811;-49.3649024963379;INSTITUICAO
825;3138203;Faculdade Presbiteriana Gammon;FAGAMMON;Lavras;Sudeste;Minas Gerais;MG;Faculdade;Privada;Privada;Praça Doutor Augusto Silva;616;;Centro;37200000;(35)3694-2150;unigammon@gammon.br;www.fagammon.edu.br;-21.2410125732422;-44.9979858398438;INSTITUICAO
826;5212501;Centro Universitário De Desenvolvimento Do Centro Oeste;UNIDESC;Luziânia;Centro Oeste;Goiás;GO;Centro Universitário;Privada;Privada;Br 040 - Km 16;S/N;;Luziânia;72800000;(61)3878-3100;unidesc@unidesc.edu.br;www.unidesc.edu.br/;-16.1129016876221;-47.9676399230957;INSTITUICAO
828;3163706;Faculdade De São Lourenço;FASAMA;São Lourenço;Sudeste;Minas Gerais;MG;Faculdade;Privada;Privada;Rua Madame Schimidt;90;;Federal;37470000;(35)3332-3355;secretaria@faculdadesaolourenco.com.br;www.faculdadesaolourenco.com.br;-22.1215801239014;-45.0483779907227;INSTITUICAO
829;1702208;Universidade Do Tocantins;UNITINS;Araguatins;Norte;Tocantins;TO;Universidade;Pública;Estadual;;;;;;;;;-5.65032291412354;-48.111499786377;INSTITUICAO
829;1702554;Universidade Do Tocantins;UNITINS;Augustinópolis;Norte;Tocantins;TO;Universidade;Pública;Estadual;;;;;;;;;-5.46836042404175;-47.8936920166016;INSTITUICAO
829;1707009;Universidade Do Tocantins;UNITINS;Dianópolis;Norte;Tocantins;TO;Universidade;Pública;Estadual;;;;;;;;;-11.6235609054565;-46.8188247680664;INSTITUICAO
829;1721000;Universidade Do Tocantins;UNITINS;Palmas;Norte;Tocantins;TO;Universidade;Pública;Estadual;108 Sul Al. 11;3;Alameda 11;Centro;77020122;(63)3218-2941;reitoria@unitins.br,jucylene.mc@unitins.br;www.unitins.br;-10.1907520294189;-48.3165130615234;INSTITUICAO
830;1600303;Universidade Federal Do Amapá;UNIFAP;Macapá;Norte;Amapá;AP;Universidade;Pública;Federal;Rodovia Juscelino Kubitschek;S/N;Km 2;Zerão;68902280;(96)3312-1705;unifap@unifap.br,pi@unifap.br,prograd@unifap.br,reitor@unifap.br,dav@unifap.br;www.unifap.br;-0.00632459996268153;-51.082706451416;INSTITUICAO
830;1600501;Universidade Federal Do Amapá;UNIFAP;Oiapoque;Norte;Amapá;AP;Universidade;Pública;Federal;;;;;;;;;3.83981847763062;-51.8189582824707;INSTITUICAO
831;3533908;Faculdade De Ciências Humanas Do Vale Do Rio Grande;FCHVRG;Olímpia;Sudeste;São Paulo;SP;Faculdade;Privada;Privada;Av. Gov. Adhemar Pereira De Barros;1200;;Distrito Industrial;15400000;(17)3281-4372;secretariageral@eduvale.br;www.eduvale.br;-20.7371120452881;-48.911060333252;MUNICIPIO
832;3120904;Faculdade Arquidiocesana De Curvelo;FAC;Curvelo;Sudeste;Minas Gerais;MG;Faculdade;Privada;Privada;Rua João Pessoa;88;;Centro;35790000;(38)3721-3945;fac@fac.br;www.fac.br;-18.7547607421875;-44.4280891418457;INSTITUICAO
838;2304400;Faculdade De Ciências Tecnológicas De Fortaleza;FCTFOR;Fortaleza;Nordeste;Ceará;CE;Faculdade;Privada;Privada;Rua D. Leopoldina;912;;Aldeota;60110001;(85)3226-6446;unice@unice.br;;-3.76648473739624;-38.4941635131836;INSTITUICAO
840;3205309;Faculdade Vitoriana De Tecnologia;FAVI;Vitória;Sudeste;Espírito Santo;ES;Faculdade;Privada;Privada;Avenida Nossa Senhora Da Penha;1800;;Barro Vermelho;29045400;(27)3325-0244;alves.geraldomagela@gmail.com;;-20.2953910827637;-40.3009033203125;INSTITUICAO
843;3506508;Faculdade De Ciências E Tecnologia De Birigui;FATEB;Birigui;Sudeste;São Paulo;SP;Faculdade;Pública;Municipal;Rua Antônio Simões;4;;Centro;16200027;;fateb@fateb.br;www.fateb.br;-21.2867450714111;-50.3393936157227;INSTITUICAO
845;3502804;Faculdade Da Fundação Educacional Araçatuba;FAC-FEA;Araçatuba;Sudeste;São Paulo;SP;Centro Universitário;Pública;Municipal;Rua Maurício De Nassau;1191;;Santana;16050480;(18)3622-8262;fcea@terra.com.br;www.feata.edu.br;-21.195333480835;-50.4376106262207;INSTITUICAO
846;2211001;Faculdade De Administração De Teresina;FAT;Teresina;Nordeste;Piauí;PI;Faculdade;Privada;Privada;Rua Walfran Batista;91;;São Cristovão;64046470;(86)3232-2500;marcioacbarros@yahoo.com.br;www.aespi.br;-5.06975126266479;-42.7472343444824;INSTITUICAO
847;2211001;Faculdade Piauiense De Processamento De Dados;FPPD;Teresina;Nordeste;Piauí;PI;Faculdade;Privada;Privada;Rua Walfram Batista;91;;São Cristovão;64046470;(86)3232-2500;marcioacbarros@yahoo.com.br;www.aespi.br;-5.0817813873291;-42.7731323242188;INSTITUICAO
849;3106200;Faculdade Jesuíta De Filosofia E Teologia;FAJE;Belo Horizonte;Sudeste;Minas Gerais;MG;Faculdade;Privada;Privada;Avenida Dr. Cristiano Guimarães;2127;;Planalto;31720300;(31)3115-7000,(31)3115-7004;faje@faculdadejesuita.edu.br;www.faculdadejesuita.edu.br;-19.8382358551025;-43.9527282714844;INSTITUICAO
852;3550308;Faculdade De Informática E Administração Paulista;FIAP;São Paulo;Sudeste;São Paulo;SP;Faculdade;Privada;Privada;Avenida Lins De Vasconcelos;1264;;Cambuci;1538001;(11)3385-8000;rodrigo@fiap.com.br;;-23.5951061248779;-46.6871147155762;INSTITUICAO
861;1600303;Centro De Ensino Superior Do Amapá;CEAP;Macapá;Norte;Amapá;AP;Faculdade;Privada;Privada;Rodovia Duca Serra;S/N;Km-0;Alvorada;68906720;(96)3261-2133;ceap@ceap.br;www.ceap.br;0.036141999065876;-51.0943717956543;INSTITUICAO
862;5002704;Faculdade Estácio De Sá De Campo Grande;FESCG;Campo Grande;Centro Oeste;Mato Grosso Do Sul;MS;Faculdade;Privada;Privada;Rua Venâncio Borges Do Nascimento;377;;Jardim Tv Morena;79050700;(67)3348-8800;dagmar.queiroz@estacio.br,cgfescg@gmail.com;;-20.4683704376221;-54.6050262451172;INSTITUICAO
873;4108304;Faculdades Unificadas De Foz Do Iguaçu;UNIFOZ;Foz Do Iguaçu;Sul;Paraná;PR;Faculdade;Privada;Privada;Alameda Rui Ferreira;164;;Centro;85851400;(45)3574-2611;unifoz@unifoz.com.br;www.unifoz.com.br;-25.5420684814453;-54.5882530212402;INSTITUICAO
877;4108304;Faculdade De Economia E Processamento De Dados De Foz Do Iguaçu;FEPI;Foz Do Iguaçu;Sul;Paraná;PR;Faculdade;Privada;Privada;Avenida Paraná;3695;;Jardim Central;85863720;(45)3520-1727;marcioacbarros@yahoo.com.br;;-25.5143928527832;-54.5752029418945;INSTITUICAO
